,0
roll24,0.28496098170688244
lag_1,0.2121072870185007
base_med,0.16864423419692876
NB_in_lag1,0.0631602145594091
lag_24,0.045546998250326265
lag_168,0.044176099848332234
lag_3,0.030062945039310604
roll168,0.02989501133374673
NB_out_lag24,0.02408773591795165
NB_out_lag1,0.02367235563707795
NB_in_lag24,0.02107114380572467
lag_2,0.020013754872127715
month,0.016118419693587623
hour,0.011359645309281963
dow,0.005123172810811414
